Group,Question,Response,value,Region II,Region III,Region IV,Region V,Region VI,Region VII,Region VIII,Total
Economic shocks,Prevalence any disputes,(% yes),0.12,0.11,0.11,0.11,0.13,0.10,0.14,0.11,0.12
Economic shocks,Effects of such disputes,Nothing,0.19,0.17,0.15,0.10,0.13,0.10,0.09,0.17,0.14
Economic shocks,Effects of such disputes,Dialogue between involved parties,0.31,0.28,0.33,0.33,0.48,0.53,0.31,0.32,0.38
Economic shocks,Effects of such disputes,It becomes more complicated,0.19,0.15,0.19,0.13,0.19,0.07,0.30,0.21,0.17
Economic shocks,Effects of such disputes,The dispute becomes violent,0.06,0.13,0.18,0.16,0.17,0.13,0.44,0.00,0.17
Economic shocks,Effects of such disputes,No solution is found,0.09,0.07,0.21,0.17,0.07,0.09,0.12,0.21,0.11
Economic shocks,Effects of such disputes,looking for help in international organizations,0.00,0.05,0.09,0.06,0.02,0.07,0.21,0.00,0.07
Economic shocks,Effects of such disputes,Look for help or support by social organizations,0.09,0.12,0.15,0.07,0.17,0.05,0.24,0.00,0.12
Economic shocks,Effects of such disputes,Looking for help in public institutions,0.09,0.20,0.18,0.27,0.19,0.07,0.18,0.22,0.15
Economic shocks,Effects of such disputes,Sign a negotiated treaty,0.03,0.05,0.06,0.07,0.02,0.02,0.04,0.00,0.03
Economic shocks,Effects of such disputes,Media becomes involved,0.00,0.02,0.06,0.00,0.02,0.02,0.03,0.06,0.02
Economic shocks,Effects of such disputes,Protests,0.06,0.00,0.03,0.03,0.02,0.05,0.05,0.05,0.04
Economic shocks,Effects of such disputes,Blockades/cut down trees,0.00,0.00,0.00,0.03,0.02,0.00,0.03,0.05,0.01
Economic shocks,Effects of such disputes,Involved party members are killed,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
Economic shocks,Effects of such disputes,"Other, specify",0.03,0.00,0.00,0.03,0.00,0.05,0.03,0.00,0.02
Economic shocks,Effects of such disputes,No response,0.03,0.02,0.00,0.07,0.02,0.06,0.03,0.00,0.03
Economic shocks,Means to prevent and resolve disputes over natural resources,Nothing,0.18,0.19,0.31,0.25,0.25,0.19,0.16,0.24,0.21
Economic shocks,Means to prevent and resolve disputes over natural resources,Mediation by local authorities,0.23,0.16,0.19,0.18,0.22,0.20,0.16,0.21,0.20
Economic shocks,Means to prevent and resolve disputes over natural resources,Negotiate equal solutions for all parties,0.14,0.08,0.11,0.05,0.09,0.09,0.11,0.10,0.10
Economic shocks,Means to prevent and resolve disputes over natural resources,Businesses consult/listen to communities first,0.08,0.16,0.13,0.11,0.09,0.13,0.16,0.12,0.12
Economic shocks,Means to prevent and resolve disputes over natural resources,Companies invest in the community,0.04,0.04,0.07,0.02,0.04,0.06,0.05,0.06,0.05
Economic shocks,Means to prevent and resolve disputes over natural resources,consultation prior the project,0.11,0.13,0.12,0.10,0.11,0.10,0.12,0.07,0.11
Economic shocks,Means to prevent and resolve disputes over natural resources,Better information about the impact and benefits of the project,0.06,0.07,0.11,0.07,0.07,0.07,0.07,0.07,0.07
Economic shocks,Means to prevent and resolve disputes over natural resources,External companies should stay away,0.03,0.05,0.08,0.04,0.04,0.02,0.04,0.02,0.04
Economic shocks,Means to prevent and resolve disputes over natural resources,Companies who enter do not destroy or harm natural resources,0.12,0.09,0.15,0.07,0.06,0.06,0.05,0.11,0.08
Economic shocks,Means to prevent and resolve disputes over natural resources,Stop cutting down trees/re-plant trees,0.01,0.03,0.01,0.03,0.00,0.02,0.02,0.04,0.02
Economic shocks,Means to prevent and resolve disputes over natural resources,Community should organize/unite,0.01,0.01,0.00,0.01,0.01,0.01,0.00,0.01,0.01
Economic shocks,Means to prevent and resolve disputes over natural resources,Government support to take care of their community (natural resources/land),0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00
Economic shocks,Means to prevent and resolve disputes over natural resources,"Other, specify",0.01,0.02,0.00,0.01,0.01,0.01,0.01,0.00,0.01
Economic shocks,Means to prevent and resolve disputes over natural resources,No response,0.28,0.26,0.16,0.24,0.30,0.29,0.43,0.25,0.29
Economic shocks,Who helps resolve such conflicts,Myself,0.22,0.26,0.35,0.17,0.14,0.19,0.19,0.10,0.20
Economic shocks,Who helps resolve such conflicts,The church,0.03,0.01,0.06,0.04,0.01,0.02,0.01,0.02,0.02
Economic shocks,Who helps resolve such conflicts,La Escuela (los profesores),0.00,0.03,0.03,0.02,0.00,0.00,0.01,0.01,0.01
Economic shocks,Who helps resolve such conflicts,Individual leaders,0.08,0.10,0.10,0.05,0.10,0.10,0.09,0.05,0.09
Economic shocks,Who helps resolve such conflicts,Community elected organization,0.12,0.15,0.24,0.17,0.29,0.17,0.15,0.11,0.17
Economic shocks,Who helps resolve such conflicts,NGOs,0.01,0.00,0.01,0.00,0.01,0.01,0.05,0.02,0.01
Economic shocks,Who helps resolve such conflicts,City / Municipality Government,0.17,0.13,0.20,0.18,0.17,0.21,0.16,0.18,0.18
Economic shocks,Who helps resolve such conflicts,Departmental government,0.05,0.01,0.04,0.04,0.03,0.02,0.01,0.05,0.03
Economic shocks,Who helps resolve such conflicts,National government,0.07,0.05,0.05,0.11,0.02,0.03,0.03,0.07,0.05
Economic shocks,Who helps resolve such conflicts,Cocodes,0.03,0.11,0.06,0.10,0.03,0.07,0.06,0.08,0.06
Economic shocks,Who helps resolve such conflicts,Nobody,0.49,0.41,0.36,0.43,0.45,0.42,0.58,0.54,0.46
Economic shocks,Who helps resolve such conflicts,Community,0.01,0.03,0.02,0.02,0.00,0.01,0.01,0.01,0.01
Economic shocks,Who helps resolve such conflicts,"Other, specify",0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.03,0.01
Economic shocks,Perception of environmental dispute resolution (% good - very good),The ability of the people in this community to come together to resolve disputes over natural resoruces without violence,0.40,0.47,0.49,0.55,0.58,0.46,0.38,0.48,0.46
Economic shocks,Perception of environmental dispute resolution (% good - very good),The ability of the people in this and other community to resolve disputes over natural resources without violence,0.36,0.50,0.43,0.51,0.53,0.42,0.32,0.43,0.42
Development projects,Presence,Any development project,0.08,0.06,0.09,0.09,0.06,0.08,0.08,0.05,0.07
Development projects,Presence,Result in conflict or dispute?,0.55,0.37,0.42,0.73,0.71,0.33,0.56,0.33,0.50
Development projects,Effect of conflict / dispute on you / community,Nothing,0.09,0.13,0.10,0.11,0.24,0.17,0.08,0.00,0.12
Development projects,Effect of conflict / dispute on you / community,It threatened my health,0.00,0.43,0.09,0.06,0.12,0.35,0.28,0.00,0.16
Development projects,Effect of conflict / dispute on you / community,Brought Violence,0.45,0.14,0.20,0.05,0.13,0.13,0.52,0.00,0.27
Development projects,Effect of conflict / dispute on you / community,Polluted my land,0.18,0.57,0.09,0.28,0.12,0.26,0.12,0.25,0.20
Development projects,Effect of conflict / dispute on you / community,Took away all or a part of my land,0.09,0.00,0.10,0.06,0.00,0.13,0.00,0.00,0.06
Development projects,Effect of conflict / dispute on you / community,Modified or harmed my water source,0.18,0.00,0.18,0.67,0.18,0.17,0.40,1.00,0.29
Development projects,Effect of conflict / dispute on you / community,Made me leave my community,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.01
Development projects,Effect of conflict / dispute on you / community,Ruined roads,0.09,0.00,0.10,0.00,0.06,0.00,0.00,0.00,0.04
Development projects,Effect of conflict / dispute on you / community,Problems between neighbors/within community,0.00,0.14,0.00,0.05,0.00,0.04,0.08,0.00,0.04
Development projects,Effect of conflict / dispute on you / community,Affects electricity/power/prices,0.09,0.00,0.09,0.00,0.12,0.04,0.00,0.00,0.05
Development projects,Effect of conflict / dispute on you / community,"Other, specify",0.00,0.00,0.09,0.00,0.00,0.08,0.00,0.00,0.02
Development projects,Effect of conflict / dispute on you / community,No response,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.01
Development projects,Who helps resolve dipsutes over development projects,Myself,0.19,0.23,0.30,0.21,0.11,0.15,0.11,0.11,0.17
Development projects,Who helps resolve dipsutes over development projects,The church,0.03,0.03,0.07,0.04,0.02,0.03,0.01,0.03,0.03
Development projects,Who helps resolve dipsutes over development projects,La Escuela (los profesores),0.01,0.01,0.03,0.03,0.00,0.00,0.00,0.01,0.01
Development projects,Who helps resolve dipsutes over development projects,Individual leaders,0.08,0.09,0.11,0.06,0.06,0.08,0.07,0.04,0.08
Development projects,Who helps resolve dipsutes over development projects,Community elected organization,0.14,0.15,0.22,0.18,0.24,0.14,0.08,0.08,0.15
Development projects,Who helps resolve dipsutes over development projects,NGOs,0.02,0.01,0.03,0.02,0.04,0.02,0.04,0.02,0.03
Development projects,Who helps resolve dipsutes over development projects,City / Municipality Government,0.18,0.14,0.22,0.17,0.13,0.19,0.12,0.18,0.17
Development projects,Who helps resolve dipsutes over development projects,Departmental government,0.03,0.02,0.04,0.03,0.03,0.03,0.01,0.06,0.03
Development projects,Who helps resolve dipsutes over development projects,National government,0.11,0.07,0.08,0.19,0.04,0.04,0.04,0.10,0.08
Development projects,Who helps resolve dipsutes over development projects,Cocodes,0.05,0.10,0.08,0.09,0.05,0.07,0.04,0.07,0.07
Development projects,Who helps resolve dipsutes over development projects,Nobody,0.47,0.43,0.36,0.34,0.52,0.50,0.70,0.59,0.50
Development projects,Who helps resolve dipsutes over development projects,The community,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.00
Development projects,Who helps resolve dipsutes over development projects,Private businesses,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00
Development projects,Who helps resolve dipsutes over development projects,Police,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Development projects,Who helps resolve dipsutes over development projects,"Other, specify",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Development projects,Role of communities (general),Nothing,0.28,0.23,0.34,0.28,0.25,0.29,0.19,0.30,0.27
Development projects,Role of communities (general),Organize / mobilize,0.26,0.35,0.32,0.32,0.27,0.28,0.15,0.15,0.26
Development projects,Role of communities (general),Protest,0.09,0.07,0.13,0.07,0.07,0.07,0.06,0.03,0.07
Development projects,Role of communities (general),Organized meetings for dialogue,0.16,0.15,0.19,0.25,0.17,0.17,0.11,0.08,0.16
Development projects,Role of communities (general),Speak with NGOs,0.00,0.01,0.01,0.01,0.03,0.01,0.02,0.01,0.01
Development projects,Role of communities (general),Speak with the media,0.01,0.03,0.03,0.01,0.02,0.02,0.00,0.01,0.01
Development projects,Role of communities (general),Try to elect trustworthy individuals,0.01,0.01,0.02,0.03,0.01,0.01,0.00,0.01,0.01
Development projects,Role of communities (general),Present official proposals for change to community authorities,0.03,0.01,0.03,0.03,0.02,0.02,0.00,0.02,0.02
Development projects,Role of communities (general),"Other, specify",0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02
Development projects,Role of communities (general),No response,0.35,0.33,0.25,0.26,0.40,0.34,0.59,0.46,0.38
Development projects,Role of state actors (general),Nothing,0.54,0.61,0.71,0.66,0.58,0.63,0.38,0.55,0.57
Development projects,Role of state actors (general),Remove corrupt leaders,0.01,0.00,0.01,0.02,0.00,0.01,0.01,0.01,0.01
Development projects,Role of state actors (general),Create and act on policies in favor of development projects,0.03,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01
Development projects,Role of state actors (general),Empty promises,0.02,0.04,0.01,0.01,0.01,0.02,0.00,0.01,0.02
Development projects,Role of state actors (general),Start a bureaucratic process with no result,0.02,0.03,0.01,0.02,0.01,0.01,0.00,0.02,0.01
Development projects,Role of state actors (general),Legislation in favor of companies,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01
Development projects,Role of state actors (general),Legilsation in favor of communities,0.02,0.02,0.02,0.02,0.02,0.01,0.03,0.01,0.02
Development projects,Role of state actors (general),Good intentions but lack of resources,0.03,0.00,0.01,0.02,0.00,0.01,0.00,0.02,0.01
Development projects,Role of state actors (general),"Other, specify",0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.00
Development projects,Role of state actors (general),No response,0.35,0.30,0.22,0.25,0.37,0.32,0.58,0.39,0.36
Development projects,Perception of means when confornted to environemtnal problems (%n agree),Non-violent protests are an acceptable way to show disagreement with development projects,0.87,0.90,0.82,0.85,0.83,0.84,0.89,0.87,0.86
Development projects,Perception of means when confornted to environemtnal problems (%n agree),Sometimes violence is necessary to show disagreement with development projects,0.16,0.16,0.13,0.16,0.13,0.17,0.17,0.16,0.16
Development projects,Perception of means when confornted to environemtnal problems (%n agree),It is the role of the state to resolve problems linked to development projects,0.81,0.80,0.85,0.87,0.85,0.83,0.79,0.85,0.83
Development projects,Perception of means when confornted to environemtnal problems (%n agree),Communal / community consultations must be organized when dealing with development projects,0.90,0.92,0.92,0.94,0.93,0.91,0.89,0.92,0.91
Development projects,Perception of means when confornted to environemtnal problems (%n agree),There is space for negotiation and dialogue when dealing with development projects,0.71,0.66,0.77,0.73,0.81,0.71,0.60,0.80,0.71
Development projects,Perception of means when confornted to environemtnal problems (%n agree),It is possible for the community to organzie itself and seek a solution,0.86,0.89,0.89,0.91,0.90,0.89,0.89,0.89,0.89
Exposure to crimes,Theft / burglary (incidence - last 12 months),none,0.68,0.72,0.73,0.74,0.69,0.71,0.68,0.78,0.71
Exposure to crimes,Theft / burglary (incidence - last 12 months),myself,0.12,0.08,0.08,0.05,0.05,0.06,0.05,0.07,0.07
Exposure to crimes,Theft / burglary (incidence - last 12 months),household,0.09,0.11,0.10,0.12,0.09,0.09,0.10,0.07,0.09
Exposure to crimes,Theft / burglary (incidence - last 12 months),others in the community,0.17,0.11,0.17,0.13,0.19,0.18,0.21,0.11,0.17
Exposure to crimes,Theft / burglary (incidence - last 12 months),No response,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00
Exposure to crimes,Physical attack resulting in injury (incidence - last 12 months),none,0.87,0.89,0.87,0.90,0.88,0.87,0.85,0.92,0.87
Exposure to crimes,Physical attack resulting in injury (incidence - last 12 months),myself,0.02,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.02
Exposure to crimes,Physical attack resulting in injury (incidence - last 12 months),household,0.03,0.03,0.04,0.04,0.01,0.03,0.01,0.02,0.02
Exposure to crimes,Physical attack resulting in injury (incidence - last 12 months),others in the community,0.08,0.06,0.09,0.05,0.08,0.09,0.12,0.07,0.08
Exposure to crimes,Physical attack resulting in injury (incidence - last 12 months),No response,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00
Exposure to crimes,Physical attack resulting in the death of someone you knew personally (incidence - last 12 months),none,0.92,0.95,0.92,0.94,0.95,0.93,0.96,0.95,0.94
Exposure to crimes,Physical attack resulting in the death of someone you knew personally (incidence - last 12 months),myself,0.01,0.01,0.02,0.01,0.00,0.01,0.00,0.01,0.01
Exposure to crimes,Physical attack resulting in the death of someone you knew personally (incidence - last 12 months),household,0.02,0.03,0.03,0.01,0.01,0.02,0.01,0.01,0.02
Exposure to crimes,Physical attack resulting in the death of someone you knew personally (incidence - last 12 months),others in the community,0.04,0.01,0.06,0.05,0.03,0.04,0.03,0.04,0.04
Exposure to crimes,Physical attack resulting in the death of someone you knew personally (incidence - last 12 months),No response,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Exposure to crimes,Unlawful occupation of your land (incidence - last 12 months),none,0.97,0.96,0.93,0.98,0.97,0.96,0.96,0.96,0.96
Exposure to crimes,Unlawful occupation of your land (incidence - last 12 months),myself,0.02,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
Exposure to crimes,Unlawful occupation of your land (incidence - last 12 months),household,0.02,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.01
Exposure to crimes,Unlawful occupation of your land (incidence - last 12 months),others in the community,0.00,0.03,0.03,0.01,0.02,0.03,0.01,0.02,0.02
Exposure to crimes,Unlawful occupation of your land (incidence - last 12 months),No response,0.00,0.00,0.03,0.00,0.00,0.00,0.01,0.01,0.01
Exposure to crimes,Kidnapping (incidence - last 12 months),none,0.97,0.99,0.93,0.97,0.98,0.97,0.97,0.96,0.97
Exposure to crimes,Kidnapping (incidence - last 12 months),myself,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00
Exposure to crimes,Kidnapping (incidence - last 12 months),household,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Exposure to crimes,Kidnapping (incidence - last 12 months),others in the community,0.02,0.01,0.05,0.02,0.01,0.02,0.03,0.02,0.02
Exposure to crimes,Kidnapping (incidence - last 12 months),No response,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.01,0.00
Exposure to crimes,Any other crime (incidence - last 12 months),none,0.92,0.93,0.90,0.96,0.96,0.92,0.90,0.94,0.92
Exposure to crimes,Any other crime (incidence - last 12 months),myself,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.01,0.01
Exposure to crimes,Any other crime (incidence - last 12 months),household,0.00,0.01,0.01,0.01,0.00,0.01,0.00,0.01,0.01
Exposure to crimes,Any other crime (incidence - last 12 months),others in the community,0.05,0.04,0.07,0.03,0.02,0.03,0.06,0.02,0.04
Exposure to crimes,Any other crime (incidence - last 12 months),No response,0.02,0.02,0.02,0.00,0.02,0.04,0.04,0.02,0.03
Exposure to crimes,Sense of security (% a lot - extremely safe),General,0.49,0.53,0.46,0.53,0.68,0.51,0.58,0.49,0.53
Exposure to crimes,Sense of security (% a lot - extremely safe),Walking alone at night,0.39,0.35,0.28,0.39,0.47,0.37,0.40,0.39,0.38
Exposure to crimes,Principal causes of insecurity,The existence of gangs,0.24,0.24,0.26,0.23,0.15,0.14,0.10,0.18,0.18
Exposure to crimes,Principal causes of insecurity,Constant robberies,0.49,0.44,0.48,0.46,0.27,0.36,0.38,0.38,0.40
Exposure to crimes,Principal causes of insecurity,Walking alone,0.19,0.20,0.31,0.18,0.23,0.19,0.14,0.16,0.20
Exposure to crimes,Principal causes of insecurity,Lack of education,0.03,0.10,0.16,0.07,0.06,0.05,0.05,0.09,0.07
Exposure to crimes,Principal causes of insecurity,Lack of employment,0.11,0.21,0.16,0.10,0.12,0.11,0.11,0.21,0.13
Exposure to crimes,Principal causes of insecurity,The lack of police,0.19,0.37,0.27,0.13,0.14,0.18,0.09,0.27,0.19
Exposure to crimes,Principal causes of insecurity,The presence of drugs / drug traffickers,0.05,0.06,0.12,0.03,0.04,0.06,0.05,0.09,0.06
Exposure to crimes,Principal causes of insecurity,"""Crime""",0.00,0.01,0.01,0.00,0.00,0.02,0.02,0.00,0.01
Exposure to crimes,Principal causes of insecurity,Alcohol-related,0.05,0.03,0.03,0.03,0.02,0.04,0.07,0.01,0.04
Exposure to crimes,Principal causes of insecurity,Murder/Assassination,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.00,0.01
Exposure to crimes,Principal causes of insecurity,No street-lighting,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.02,0.01
Exposure to crimes,Principal causes of insecurity,Extortion,0.01,0.01,0.00,0.00,0.00,0.01,0.02,0.00,0.01
Exposure to crimes,Principal causes of insecurity,Corruption/Corrupt politicians,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.01
Exposure to crimes,Principal causes of insecurity,Violence generally,0.02,0.01,0.01,0.00,0.00,0.03,0.06,0.01,0.02
Exposure to crimes,Principal causes of insecurity,Nothing,0.02,0.05,0.03,0.05,0.01,0.07,0.04,0.05,0.04
Exposure to crimes,Principal causes of insecurity,Rape/Sexual assault,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.01
Exposure to crimes,Principal causes of insecurity,"""Strangers to the community"" ""people not from here""",0.01,0.00,0.01,0.00,0.02,0.01,0.01,0.01,0.01
Exposure to crimes,Principal causes of insecurity,"Other, specify",0.02,0.04,0.03,0.02,0.01,0.04,0.04,0.02,0.03
Exposure to crimes,Principal causes of insecurity,None,0.15,0.11,0.10,0.23,0.39,0.16,0.27,0.19,0.20
Exposure to crimes,Who ensures security here,The police,0.33,0.43,0.34,0.40,0.27,0.26,0.24,0.28,0.31
Exposure to crimes,Who ensures security here,Private Security,0.06,0.05,0.05,0.05,0.04,0.03,0.05,0.04,0.05
Exposure to crimes,Who ensures security here,Organized neighbors,0.28,0.27,0.38,0.33,0.43,0.30,0.40,0.20,0.33
Exposure to crimes,Who ensures security here,Yourself,0.40,0.32,0.32,0.29,0.22,0.34,0.35,0.48,0.34
Exposure to crimes,Who ensures security here,Nobody,0.03,0.06,0.04,0.03,0.07,0.13,0.07,0.04,0.07
Exposure to crimes,Who ensures security here,God,0.04,0.03,0.02,0.04,0.04,0.02,0.02,0.07,0.03
Exposure to crimes,Who ensures security here,Mayor,0.00,0.01,0.01,0.00,0.03,0.03,0.01,0.02,0.02
Exposure to crimes,Who ensures security here,COCODE,0.01,0.02,0.03,0.01,0.02,0.02,0.03,0.01,0.02
Exposure to crimes,Who ensures security here,Military,0.02,0.02,0.01,0.02,0.02,0.01,0.03,0.02,0.02
Exposure to crimes,Who ensures security here,Everyone/us/ourselves/the community,0.01,0.00,0.01,0.04,0.00,0.01,0.01,0.01,0.01
Exposure to crimes,Who ensures security here,Government,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,0.00
Exposure to crimes,Who ensures security here,"Other, specify",0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.00
Exposure to crimes,Who ensures security here,No response,0.04,0.04,0.06,0.03,0.07,0.05,0.03,0.02,0.04
Exposure to crimes,Actions to improve security,Implement technology,0.08,0.11,0.15,0.05,0.04,0.05,0.05,0.07,0.07
Exposure to crimes,Actions to improve security,Neighborhood watch,0.31,0.33,0.38,0.33,0.42,0.35,0.41,0.27,0.35
Exposure to crimes,Actions to improve security,Private Security,0.06,0.09,0.10,0.04,0.06,0.04,0.03,0.04,0.05
Exposure to crimes,Actions to improve security,More police,0.47,0.61,0.53,0.53,0.48,0.49,0.46,0.50,0.50
Exposure to crimes,Actions to improve security,More presence of the military / armed forces,0.14,0.15,0.15,0.21,0.07,0.10,0.15,0.30,0.14
Exposure to crimes,Actions to improve security,Fewer police,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.02,0.03
Exposure to crimes,Actions to improve security,Less presence of the military / armed forces,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.01,0.01
Exposure to crimes,Actions to improve security,More education,0.12,0.20,0.19,0.16,0.10,0.11,0.08,0.12,0.13
Exposure to crimes,Actions to improve security,More employemnt,0.13,0.20,0.18,0.13,0.14,0.12,0.14,0.16,0.14
Exposure to crimes,Actions to improve security,More dialogue,0.07,0.08,0.15,0.09,0.06,0.06,0.04,0.05,0.07
Exposure to crimes,Actions to improve security,More justice / less impunity,0.08,0.07,0.10,0.06,0.05,0.09,0.06,0.11,0.08
Exposure to crimes,Actions to improve security,Better lighting,0.01,0.01,0.00,0.01,0.00,0.01,0.01,0.02,0.01
Exposure to crimes,Actions to improve security,Organize/Unite,0.00,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01
Exposure to crimes,Actions to improve security,Less corruption/No corruption,0.01,0.02,0.00,0.00,0.00,0.01,0.00,0.01,0.01
Exposure to crimes,Actions to improve security,"Other, specify",0.04,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.02
Exposure to crimes,Actions to improve security,Nothing,0.09,0.08,0.08,0.11,0.13,0.10,0.12,0.04,0.10
Exposure to crimes,Action when feeling unsafe,Carry a gun,0.02,0.01,0.02,0.00,0.01,0.01,0.01,0.02,0.01
Exposure to crimes,Action when feeling unsafe,Call the police,0.05,0.04,0.09,0.09,0.10,0.09,0.09,0.06,0.08
Exposure to crimes,Action when feeling unsafe,Don't go out alone,0.20,0.26,0.38,0.35,0.18,0.26,0.25,0.21,0.25
Exposure to crimes,Action when feeling unsafe,Don't go out,0.65,0.59,0.53,0.51,0.55,0.55,0.49,0.59,0.56
Exposure to crimes,Action when feeling unsafe,Tell the neighbors,0.11,0.15,0.10,0.17,0.22,0.16,0.28,0.18,0.17
Exposure to crimes,Action when feeling unsafe,Nothing,0.01,0.01,0.02,0.00,0.01,0.03,0.02,0.01,0.02
Exposure to crimes,Action when feeling unsafe,Pray/ask god for help,0.05,0.06,0.03,0.03,0.01,0.02,0.01,0.04,0.03
Exposure to crimes,Action when feeling unsafe,"Other, specify",0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.01
Exposure to crimes,Action when feeling unsafe,No response,0.07,0.08,0.05,0.06,0.10,0.05,0.06,0.06,0.06
Exposure to crimes,Change in sense of security in last year,More,0.10,0.07,0.08,0.12,0.09,0.06,0.06,0.05,0.08
Exposure to crimes,Change in sense of security in last year,Same,0.71,0.74,0.78,0.73,0.79,0.74,0.77,0.78,0.75
Exposure to crimes,Change in sense of security in last year,Less,0.19,0.19,0.15,0.16,0.11,0.20,0.17,0.16,0.17
Exposure to crimes,Perception of police,Access to police (% bad - very bad),0.51,0.39,0.39,0.33,0.46,0.46,0.41,0.51,0.44
Exposure to crimes,Perception of police,Likelihood that community would use violence if police does first (little - not at all),0.35,0.42,0.37,0.37,0.28,0.38,0.45,0.40,0.37
Exposure to crimes,Perception of police,Effectiveness of police at controlling crime in the area (%bad - very bad),0.47,0.34,0.35,0.30,0.45,0.43,0.43,0.48,0.42
Exposure to crimes,Perception of police,Police respond promptly to requests for assistance (% agree),0.19,0.20,0.23,0.25,0.22,0.23,0.20,0.18,0.21
Exposure to crimes,Perception of police,Police does as much as possible to be of service (% little - not at all),0.51,0.43,0.41,0.35,0.49,0.47,0.35,0.51,0.45
Exposure to crimes,Perception of police,Extent to which it is possible to avoid arrest by offering a bribe to a police officer (little - not at all),0.18,0.29,0.34,0.17,0.25,0.26,0.19,0.28,0.24
Exposure to crimes,Perception of police,Frequency of police abuse in their contacts with people (% often - all the time),0.18,0.11,0.13,0.09,0.15,0.18,0.15,0.18,0.15
Exposure to crimes,Perception of police,Police treat people of all groups fairly and without discrimination (% agree),0.22,0.22,0.20,0.32,0.25,0.28,0.21,0.29,0.25
Exposure to crimes,Contribution of actors to adressing crimes (% little - not at all),The police,0.65,0.56,0.52,0.42,0.54,0.55,0.49,0.62,0.55
Exposure to crimes,Contribution of actors to adressing crimes (% little - not at all),The judicial system,0.60,0.55,0.62,0.49,0.58,0.59,0.53,0.71,0.58
Exposure to crimes,Contribution of actors to adressing crimes (% little - not at all),Other state actors,0.78,0.67,0.82,0.66,0.73,0.71,0.68,0.85,0.73
Exposure to crimes,Contribution of actors to adressing crimes (% little - not at all),Associations / groups in the community,0.47,0.43,0.50,0.44,0.40,0.50,0.39,0.61,0.46
Exposure to crimes,Contribution of actors to adressing crimes (% little - not at all),Individuals in the community,0.51,0.44,0.58,0.50,0.57,0.53,0.46,0.62,0.52
Exposure to crimes,Contribution of actors to adressing crimes (% little - not at all),Other actors,0.77,0.68,0.83,0.82,0.76,0.76,0.71,0.75,0.76
Exposure to crimes,Perception of community response (% good - very good),The ability of the people in this community to come together to adress crimes without violence,0.47,0.64,0.48,0.57,0.64,0.48,0.47,0.49,0.51
Exposure to crimes,Perception of community response (% good - very good),The ability of the people in this and other community to rto adress crimes without violence,0.41,0.53,0.41,0.52,0.58,0.42,0.43,0.41,0.45
Exposure to crimes,Perception of crime response (% agree),The best way to adress crimes is to say nothing and accept what happened,0.16,0.12,0.13,0.17,0.18,0.18,0.16,0.09,0.16
Exposure to crimes,Perception of crime response (% agree),Q46. Crimes must be adressed by the insituttions of the state,0.86,0.83,0.84,0.85,0.88,0.84,0.87,0.83,0.85
Exposure to crimes,Perception of crime response (% agree),It is possible for the community to organzie itself and prevent crimes,0.83,0.87,0.81,0.83,0.90,0.83,0.87,0.86,0.85
Exposure to crimes,Perception of crime response (% agree),Private security is necessary to prevent crimes,0.53,0.66,0.55,0.57,0.50,0.60,0.55,0.58,0.57
